artist,album,label,release_year,reviewer,score,accolade,publish_date,url
The Clean,Anthology, Merge,2003,Joe Tangari, 8.5 , ,2003-04-10,http://pitchfork.com/reviews/albums/1494-anthology/
Soledad Brothers,Live, Dim Mak,2003,Rob Mitchum, 2.8 , ,2003-04-10,http://pitchfork.com/reviews/albums/7321-live/
Aphex Twin,26 Mixes for Cash, Warp,2003,Andy Beta, 7.7 , ,2003-04-10,http://pitchfork.com/reviews/albums/227-26-mixes-for-cash/
DJ Spooky,Dubtometry, Thirsty Ear / Synchronic,2003,Mark Martelli, 6.9 , ,2003-04-08,http://pitchfork.com/reviews/albums/2386-dubtometry/
Daniel Johnston,Fear Yourself, Gammon,2003,Michael Idov, 3.4 , ,2003-04-08,http://pitchfork.com/reviews/albums/4282-fear-yourself/
Cex,"Tall, Dark and Handcuffed", Tigerbeat6,2002,William Bowers, 4.4 , ,2003-04-09,http://pitchfork.com/reviews/albums/1388-tall-dark-and-handcuffed/
Kopernik,Kopernik, Eastern Developments,2003,Jascha Hoffman, 8.1 , ,2003-04-09,http://pitchfork.com/reviews/albums/4515-kopernik/
Norman,Polarity, Stuck Under the Needle,2003,Julianne Shepherd, 8.3 , ,2003-04-09,http://pitchfork.com/reviews/albums/5837-polarity/
Elf Power,Nothing's Going to Happen, Arena Rock,2002,Eric Carr, 8.1 , ,2003-04-07,http://pitchfork.com/reviews/albums/2745-nothings-going-to-happen/
Pete Miser,Radio-Free Brooklyn, Ho-Made,2003,Julianne Shepherd, 7.2 , ,2003-04-07,http://pitchfork.com/reviews/albums/5334-radio-free-brooklyn/
The Exploding Hearts,Guitar Romantic, Dirtnap,2003,Matt LeMay, 8.8 , Best New Music ,2003-04-08,http://pitchfork.com/reviews/albums/2875-guitar-romantic/
Aarktica,Pure Tone Audiometry, Silber,2003,Eric Carr, 7.4 , ,2003-04-08,http://pitchfork.com/reviews/albums/6-pure-tone-audiometry/
Various Artists,Wanna Buy a Craprak?, Carpark,2003,Mark Richardson, 7.6 , ,2003-04-08,http://pitchfork.com/reviews/albums/1861-wanna-buy-a-craprak/
The Go-Betweens,Bright Yellow Bright Orange, Jetset,2003,Joe Tangari, 6.9 , ,2003-04-06,http://pitchfork.com/reviews/albums/3476-bright-yellow-bright-orange/
MF Grimm,The Downfall of Ibliys: A Ghetto Opera, Metal Face / Day by Day,2002,Julianne Shepherd, 8.3 , ,2003-04-06,http://pitchfork.com/reviews/albums/5256-the-downfall-of-ibliys-a-ghetto-opera/
The Special Goodness,Land Air Sea, N.O.S.,2003,Rob Mitchum, 4.1 , ,2003-04-06,http://pitchfork.com/reviews/albums/7408-land-air-sea/
Evan Dando,Baby I'm Bored, Bar/None,2003,Chris Ott, 3.6 , ,2003-04-07,http://pitchfork.com/reviews/albums/2161-baby-im-bored/
Dredg,El Cielo, Interscope,2002,Chris Dahlen, 5.6 , ,2003-04-07,http://pitchfork.com/reviews/albums/2450-el-cielo/
Cursive,The Ugly Organ, Saddle Creek,2003,Rob Mitchum, 7.0 , ,2003-04-03,http://pitchfork.com/reviews/albums/1698-the-ugly-organ/
Baptist Generals,No Silver/No Gold, Sub Pop,2003,Brandon Stosuy, 8.5 , ,2003-04-03,http://pitchfork.com/reviews/albums/11661-no-silverno-gold/
Butthole Surfers,Butthole Surfers/Live PCPPEP, Latino Bugger Veil,2003,Andy Beta, 6.2 , ,2003-04-03,http://pitchfork.com/reviews/albums/11689-butthole-surferslive-pcppep/
Elvis Costello / The Imposters,Cruel Smile, Island,2002,Michael Idov, 7.5 , ,2003-04-06,http://pitchfork.com/reviews/albums/1619-cruel-smile/
ADULT.,Anxiety Always, Ersatz Audio,2003,Nitsuh Abebe, 7.9 , ,2003-04-06,http://pitchfork.com/reviews/albums/56-anxiety-always/
Data 80,Data 80, Force Tracks,2003,Mark Richardson, 5.7 , ,2003-04-02,http://pitchfork.com/reviews/albums/2175-data-80/
Salk Vacchin,Rock Egypt, God Mountain,2003,Dominique Leone, 7.0 , ,2003-04-02,http://pitchfork.com/reviews/albums/6985-rock-egypt/
Born Against,"'Nine Patriotic Hymns for Children', 'Battle Hymns of the Race War' and 'The Rebel Sound of Shit and Failure'", Vermiform,1991,Chris Ott, 6.4 , ,2003-04-03,http://pitchfork.com/reviews/albums/871-nine-patriotic-hymns-for-children-battle-hymns-of-the-race-war-and-the-rebel-sound-of-shit-and-failure/
Manitoba,Up in Flames, Leaf,2003,Mark Richardson, 8.6 , Best New Music ,2003-04-03,http://pitchfork.com/reviews/albums/5077-up-in-flames/
Bettie Serveert,Log 22, Hidden Agenda,2003,Will Bryant, 2.9 , ,2003-04-03,http://pitchfork.com/reviews/albums/674-log-22/
The In Out,Il Dito and Other Gestures, Hidden Agenda,2003,Chris Dahlen, 7.8 , ,2003-04-01,http://pitchfork.com/reviews/albums/4090-il-dito-and-other-gestures/
Morphine,The Best of Morphine 1992-1995, Ryko,2003,Eric Carr, 6.7 , ,2003-04-01,http://pitchfork.com/reviews/albums/5435-the-best-of-morphine-1992-1995/
Scene Creamers,I Suck on That Emotion, Drag City,2003,William Bowers, 7.5 , ,2003-04-01,http://pitchfork.com/reviews/albums/7017-i-suck-on-that-emotion/
The White Stripes,Elephant, V2 / Third Man,2003,Brent DiCrescenzo, 6.9 , ,2003-04-01,http://pitchfork.com/reviews/albums/8652-elephant/
Andre Afram Asmar,Racetothebottom, Mush,2002,Jascha Hoffman, 3.5 , ,2003-04-02,http://pitchfork.com/reviews/albums/322-racetothebottom/
The Kills,Keep On Your Mean Side, Rough Trade,2003,Brendan Reid, 7.8 , ,2003-03-31,http://pitchfork.com/reviews/albums/4424-keep-on-your-mean-side/
No-Neck Blues Band,Intonomancy, Soundatone,2003,Oliver Lache, 5.6 , ,2003-03-31,http://pitchfork.com/reviews/albums/5817-intonomancy/
Spring Heel Jack,Amassed, Thirsty Ear,2002,Chris Dahlen, 7.3 , ,2003-03-31,http://pitchfork.com/reviews/albums/7441-amassed/
Cave In,Antenna, RCA,2003,Dominique Leone, 6.1 , ,2003-04-01,http://pitchfork.com/reviews/albums/1363-antenna/
Gogol Bordello,Multi Kontra Culti Vs. Irony, Rubric,2002,Michael Idov, 5.2 , ,2003-04-01,http://pitchfork.com/reviews/albums/3494-multi-kontra-culti-vs-irony/
Karl Blau,Clothes Your I's, Knw-Yr-Own,2003,Brandon Stosuy, 8.0 , ,2003-03-30,http://pitchfork.com/reviews/albums/795-clothes-your-is/
Eric Idle,The Rutland Isles, iMusic,2003,Brian James, 3.7 , ,2003-03-30,http://pitchfork.com/reviews/albums/4060-the-rutland-isles/
Neon Hunk,Smarmymob, Load,2003,Julianne Shepherd, 6.8 , ,2003-03-30,http://pitchfork.com/reviews/albums/5744-smarmymob/
True Love Always,Clouds, Teenbeat,2003,Joe Tangari, 6.9 , ,2003-03-31,http://pitchfork.com/reviews/albums/8170-clouds/
Animal Collective,Campfire Songs, Catsup Plate,2003,Andy Beta, 7.1 , ,2003-03-31,http://pitchfork.com/reviews/albums/1268-campfire-songs/
Com.a,Shot of Love, Tigerbeat6,2002,Mark Martelli, 7.2 , ,2003-03-27,http://pitchfork.com/reviews/albums/1553-shot-of-love/
June Panic,Baby's Breadth, Secretly Canadian,2002,William Bowers, 8.6 , ,2003-03-27,http://pitchfork.com/reviews/albums/6143-babys-breadth/
Tangiers,Hot New Spirits, Sonic Unyon,2003,Matt Stephens, 8.2 , ,2003-03-27,http://pitchfork.com/reviews/albums/7934-hot-new-spirits/
Venetian Snares,Winter in the Belly of a Snake, Planet µ,2003,Mark Martelli, 8.6 , ,2003-03-30,http://pitchfork.com/reviews/albums/11858-winter-in-the-belly-of-a-snake-find-candace/
...And You Will Know Us by the Trail of Dead,The Secret of Elena's Tomb EP, Interscope,2003,Ryan Schreiber, 6.7 , ,2003-03-30,http://pitchfork.com/reviews/albums/179-the-secret-of-elenas-tomb-ep/
M. Ward,Transfiguration of Vincent, Merge,2003,Joe Tangari, 8.3 , ,2003-03-26,http://pitchfork.com/reviews/albums/8579-transfiguration-of-vincent/
Califone,Quicksand/Cradlesnakes, Thrill Jockey,2003,Mark Richardson, 8.6 , ,2003-03-26,http://pitchfork.com/reviews/albums/11697-quicksandcradlesnakes/
Deerhoof,Apple O, 5RC,2003,Eric Carr, 8.3 , Best New Music ,2003-03-27,http://pitchfork.com/reviews/albums/2252-apple-o/
Awol One / Daddy Kev,Slanguage, Mush,2003,Julianne Shepherd, 5.5 , ,2003-03-27,http://pitchfork.com/reviews/albums/389-slanguage/
Burnside Project,"The Networks, The Circuits, The Streams, The Harmonies", Bar / None,2003,Brandon Stosuy, 3.9 , ,2003-03-27,http://pitchfork.com/reviews/albums/1026-the-networks-the-circuits-the-streams-the-harmonies/
Smog,Supper, Drag City,2003,Matt LeMay, 7.0 , ,2003-03-25,http://pitchfork.com/reviews/albums/7278-supper/
Snitches,Star Witness, Oh! Tonito,2002,Michael Idov, 3.4 , ,2003-03-25,http://pitchfork.com/reviews/albums/7301-star-witness/
Waco Brothers,New Deal, Bloodshot,2002,William Bowers, 6.0 , ,2003-03-25,http://pitchfork.com/reviews/albums/8551-new-deal/
Flake Music,"When You Land Here, It's Time to Return", Omnibus,1997,Rob Mitchum, 7.0 , ,2003-03-26,http://pitchfork.com/reviews/albums/3079-when-you-land-here-its-time-to-return/
Sole,Selling Live Water, Anticon,2003,Chris Dahlen, 7.3 , ,2003-03-26,http://pitchfork.com/reviews/albums/7319-selling-live-water/
Muggs,Dust, Anti-,2003,Mark Martelli, 1.1 , ,2003-03-24,http://pitchfork.com/reviews/albums/5497-dust/
Parlour,Googler, Temporary Residence,2002,Joe Tangari, 7.5 , ,2003-03-24,http://pitchfork.com/reviews/albums/6177-googler/
Jeff Hanson,Son, Kill Rock Stars,2003,Brendan Reid, 8.1 , ,2003-03-25,http://pitchfork.com/reviews/albums/3732-son/
Liars / Oneida,"Atheists, Reconsider", Arena Rock,2002,Eric Carr, 7.4 , ,2003-03-25,http://pitchfork.com/reviews/albums/5997-atheists-reconsider/
The Decemberists,Castaways and Cutouts, Hush,2002,Eric Carr, 8.1 , Best New Music ,2003-03-25,http://pitchfork.com/reviews/albums/2241-castaways-and-cutouts/
Mr. Scruff,Trouser Jazz, Ninja Tune,2002,Mark Martelli, 7.0 , ,2003-03-23,http://pitchfork.com/reviews/albums/5477-trouser-jazz/
Dorine Muraille,Mani, Fat Cat,2003,Jascha Hoffman, 8.7 , ,2003-03-23,http://pitchfork.com/reviews/albums/5507-mani/
Tiga,DJ Kicks, !K7,2003,Nitsuh Abebe, 8.2 , ,2003-03-24,http://pitchfork.com/reviews/albums/8056-dj-kicks/
The Blood Brothers,"Burn Piano Island, Burn!", ArtistDirect,2003,Chris Ott, 9.1 , Best New Music ,2003-03-24,http://pitchfork.com/reviews/albums/808-burn-piano-island-burn/
Holopaw,Holopaw, Sub Pop,2003,Rob Mitchum, 8.2 , ,2003-03-24,http://pitchfork.com/reviews/albums/3908-holopaw/
The Holy Ghost,Color Sympathy, Clearly,2003,Chris Dahlen, 6.7 , ,2003-03-20,http://pitchfork.com/reviews/albums/3911-color-sympathy/
Muslimgauze,Hamas Cinema Gaza Strip, Staalplaat,2002,Mark Richardson, 7.3 , ,2003-03-20,http://pitchfork.com/reviews/albums/5525-hamas-cinema-gaza-strip/
Lewis Parker,It's All Happening Now, Melankolic,2003,Jascha Hoffman, 8.5 , ,2003-03-20,http://pitchfork.com/reviews/albums/6170-its-all-happening-now/
Asa-Chang & Junray,Tsu Gi Ne Pu, Leaf,2003,Dominique Leone, 7.0 , ,2003-03-23,http://pitchfork.com/reviews/albums/306-tsu-gi-ne-pu/
Donovan,A Gift from a Garden to a Flower: A Tribute to Donovan, Darla,2002,Brian James, 5.7 , ,2003-03-23,http://pitchfork.com/reviews/albums/2424-a-gift-from-a-garden-to-a-flower-a-tribute-to-donovan/
Los Halos,For Ramona, Loveless,2002,Joe Tangari, 7.3 , ,2003-03-19,http://pitchfork.com/reviews/albums/4862-for-ramona/
Robert Pollard,Motel of Fools, Fading Captain,2003,Eric Carr, 6.9 , ,2003-03-19,http://pitchfork.com/reviews/albums/6378-motel-of-fools/
Otto Von Schirach,Chopped Zombie Fungus, Schematic,2003,Mark Martelli, 7.7 , ,2003-03-19,http://pitchfork.com/reviews/albums/8493-chopped-zombie-fungus/
Ester Drang,Infinite Keys, Jade Tree,2003,Brandon Stosuy, 6.4 , ,2003-03-20,http://pitchfork.com/reviews/albums/2839-infinite-keys/
Kristin Hersh,The Grotto, 4AD,2003,Chris Dahlen, 8.0 , ,2003-03-20,http://pitchfork.com/reviews/albums/3843-the-grotto/
Glass Candy,"Love, Love, Love", Troubleman Unlimited,2003,Brandon Stosuy, 5.2 , ,2003-03-18,http://pitchfork.com/reviews/albums/3463-love-love-love/
Hot Hot Heat,Scenes One Through Thirteen, Ohev,2002,Matt Stephens, 4.7 , ,2003-03-18,http://pitchfork.com/reviews/albums/3926-scenes-one-through-thirteen/
Susumu Yokota,The Boy and the Tree, Leaf,2002,Mark Richardson, 6.0 , ,2003-03-18,http://pitchfork.com/reviews/albums/8876-the-boy-and-the-tree/
Joan of Arc,So Much Staying Alive and Lovelessness, Jade Tree,2003,William Bowers, 4.2 , ,2003-03-19,http://pitchfork.com/reviews/albums/4265-so-much-staying-alive-and-lovelessness/
Laddio Bolocko,The Life & Times of Laddio Bolocko, No Quarter,2003,Dominique Leone, 8.5 , ,2003-03-19,http://pitchfork.com/reviews/albums/4626-the-life-times-of-laddio-bolocko/
The Phenomenological Boys,"Melody, Melody, Melody and More Melody", Tomlab,2003,Jascha Hoffman, 3.8 , ,2003-03-17,http://pitchfork.com/reviews/albums/6265-melody-melody-melody-and-more-melody/
Rivulets,Debridement, Chairkickers Union,2003,Chris Ott, 6.4 , ,2003-03-17,http://pitchfork.com/reviews/albums/6795-debridement/
Keith Fullerton Whitman,Dartmouth Street Underpass, Locust / Met Life,2003,Andy Beta, 7.3 , ,2003-03-17,http://pitchfork.com/reviews/albums/8660-dartmouth-street-underpass/
Black Box Recorder,Passionoia, One Little Indian,2003,Michael Idov, 8.1 , ,2003-03-18,http://pitchfork.com/reviews/albums/741-passionoia/
Electric Six,Danger! High Voltage EP, XL,2003,Rob Mitchum, 7.8 , ,2003-03-18,http://pitchfork.com/reviews/albums/2734-danger-high-voltage-ep/
Various Artists,Fields and Streams, Kill Rock Stars,2002,William Bowers, 6.7 , ,2003-03-16,http://pitchfork.com/reviews/albums/1918-fields-and-streams/
Dirty Three,She Has No Strings Apollo, Touch and Go,2003,Matt LeMay, 6.9 , ,2003-03-16,http://pitchfork.com/reviews/albums/2330-she-has-no-strings-apollo/
Liaisons Dangereuses,Liaisons Dangereuses, Elektra,2003,Andy Beta, 7.3 , ,2003-03-16,http://pitchfork.com/reviews/albums/4762-liaisons-dangereuses/
Alejandra and Aeron,Bousha Blue Blazes, Orthlorng Musork,2003,Dominique Leone, 8.5 , ,2003-03-17,http://pitchfork.com/reviews/albums/103-bousha-blue-blazes/
Angus Maclise,Astral Collapse, Locust / Quakebasket,2003,Andy Beta, 6.7 , ,2003-03-17,http://pitchfork.com/reviews/albums/5023-astral-collapse/
Erlend Øye,Unrest, Astralwerks,2003,Rob Mitchum, 7.9 , ,2003-03-12,http://pitchfork.com/reviews/albums/6078-unrest/
Sam Roberts,The Inhuman Condition EP, Universal,2002,Matthew Stephens, 7.9 , ,2003-03-12,http://pitchfork.com/reviews/albums/6803-the-inhuman-condition-ep/
Songs: Ohia,Magnolia Electric Co., Secretly Canadian,2003,Eric Carr, 8.2 , Best New Music ,2003-03-12,http://pitchfork.com/reviews/albums/7333-magnolia-electric-co/
Turbonegro,Ass Cobra, Blitzcore,1996,Brandon Stosuy, 9.0 , ,2003-03-16,http://pitchfork.com/reviews/albums/11851-ass-cobra-apocalypse-dudes/
Christmas Decorations,Model 91, Blitzcore,1996,Chris Dahlen, 2.3 , ,2003-03-16,http://pitchfork.com/reviews/albums/1455-model-91/
Lou Reed,Transformer, RCA,1972,Matthew Stephens, 8.4 , ,2003-03-11,http://pitchfork.com/reviews/albums/6731-transformer/
Sorry About Dresden,Let It Rest, Saddle Creek,2003,Brandon Stosuy, 5.0 , ,2003-03-11,http://pitchfork.com/reviews/albums/7359-let-it-rest/
Super Madrigal Brothers,Shakestation, American Patchwork,2002,Jascha Hoffman, 7.1 , ,2003-03-11,http://pitchfork.com/reviews/albums/7612-shakestation/
Funki Porcini,Fast Asleep, Ninja Tune,2002,Eric Carr, 7.7 , ,2003-03-12,http://pitchfork.com/reviews/albums/3248-fast-asleep/
Rhett Miller,The Instigator, Elektra,2002,Joe Tangari, 6.9 , ,2003-03-12,http://pitchfork.com/reviews/albums/5290-the-instigator/
F.S. Blumm,Ankern, Staubgold,2002,Mark Richardson, 7.0 , ,2003-03-10,http://pitchfork.com/reviews/albums/826-ankern/
Friends of Dean Martinez,On the Shore, Narnack,2003,Joe Tangari, 8.1 , ,2003-03-10,http://pitchfork.com/reviews/albums/3202-on-the-shore/
Sigur Rós,Hlemmur, Fat Cat,2003,Ryan Schreiber, 6.1 , ,2003-03-10,http://pitchfork.com/reviews/albums/7150-hlemmur/
Firesign Theatre,All Things Firesign, Artemis,2003,Jascha Hoffman, 1.7 , ,2003-03-11,http://pitchfork.com/reviews/albums/3068-all-things-firesign/
The Folk Implosion,The New Folk Implosion, iMusic,2003,Eric Carr, 4.6 , ,2003-03-11,http://pitchfork.com/reviews/albums/3140-the-new-folk-implosion/
A Band of Bees,Sunshine Hit Me, Astralwerks,2003,Rob Mitchum, 7.4 , ,2003-03-09,http://pitchfork.com/reviews/albums/1125-sunshine-hit-me/
King Crimson,The Power to Believe, Sanctuary,2003,Dominique Leone, 6.3 , ,2003-03-09,http://pitchfork.com/reviews/albums/4441-the-power-to-believe/
OK Go,Ok Go, Capitol,2002,Matt Stephens, 2.6 , ,2003-03-09,http://pitchfork.com/reviews/albums/5956-ok-go/
Alaska!,Facts and Fictions, B-Girl,2003,Brandon Stosuy, 7.9 , ,2003-03-10,http://pitchfork.com/reviews/albums/96-facts-and-fictions/
Stephen Malkmus and the Jicks,Pig Lib, Matador,2003,Chris Ott, 8.0 , ,2003-03-10,http://pitchfork.com/reviews/albums/5058-pig-lib/
Cabaret Voltaire,The Original Sound of Sheffield '78-'82: The Best of..., Mute,2002,Eric Carr, 8.0 , ,2003-03-06,http://pitchfork.com/reviews/albums/1210-the-original-sound-of-sheffield-78-82-the-best-of/
Mira Calix,Skimskitta, Warp,2002,Andy Beta, 7.3 , ,2003-03-06,http://pitchfork.com/reviews/albums/1245-skimskitta/
Tobin Sprout,"Lost Planets, Phantom Voices", Wigwam,2003,Rob Mitchum, 6.0 , ,2003-03-06,http://pitchfork.com/reviews/albums/7444-lost-planets-phantom-voices/
Throwing Muses,Throwing Muses, 4AD,2003,Chris Dahlen, 8.2 , ,2003-03-06,http://pitchfork.com/reviews/albums/8046-throwing-muses/
Art of Fighting,Wires, 3 Beads of Sweat,2002,Chris Dahlen, 6.5 , ,2003-03-09,http://pitchfork.com/reviews/albums/300-wires/
Jóhann Jóhannsson,Englabörn, Touch,2002,Andy Beta, 8.9 , Best New Music ,2003-03-05,http://pitchfork.com/reviews/albums/4274-englaborn/
Bob Drake,13 Songs and a Thing, Recommended,2003,Dominique Leone, 8.3 , ,2003-03-05,http://pitchfork.com/reviews/albums/2441-13-songs-and-a-thing/
Matmos,Live with J Lesser, Vague Terrain,2003,Jascha Hoffman, 7.8 , ,2003-03-05,http://pitchfork.com/reviews/albums/5150-live-with-j-lesser/
Röyksopp,Melody A.M., Astralwerks,2002,Nitsuh Abebe, 7.8 , ,2003-03-05,http://pitchfork.com/reviews/albums/6860-melody-am/
Cynthia Dall,Sound Restores Young Men, Drag City,2002,William Bowers, 5.1 , ,2003-03-04,http://pitchfork.com/reviews/albums/2150-sound-restores-young-men/
50 Cent,Get Rich or Die Tryin', Interscope / Shady / Aftermath,2003,Sam Chennault, 7.0 , ,2003-03-04,http://pitchfork.com/reviews/albums/3045-get-rich-or-die-tryin/
Mouse on Mars,Rost Pocks: The EP Collection, Too Pure,2003,Mark Richardson, 8.0 , ,2003-03-04,http://pitchfork.com/reviews/albums/5458-rost-pocks-the-ep-collection/
Asian Dub Foundation,Facts and Fictions, Nation,2002,Joe Tangari, 6.4 , ,2003-03-05,http://pitchfork.com/reviews/albums/320-facts-and-fictions/
Stick Men with Ray Guns,Some People Deserve to Suffer, Emperor Jones,2002,Andy Beta, 7.1 , ,2003-03-05,http://pitchfork.com/reviews/albums/4175-some-people-deserve-to-suffer/
James Chance,Irresistible Impulse, Tiger Style,2003,Kim Shannon, 7.6 , ,2003-03-03,http://pitchfork.com/reviews/albums/1397-irresistible-impulse/
Various Artists,Chains and Black Exhaust, Jones,2002,Dominique Leone, 8.2 , ,2003-03-03,http://pitchfork.com/reviews/albums/1911-chains-and-black-exhaust/
Hint Hint,Sex Is Everything, Cold Crush,2003,Julianne Shepherd, 5.6 , ,2003-03-03,http://pitchfork.com/reviews/albums/3874-sex-is-everything/
Lightning Bolt,Wonderful Rainbow, Load,2003,Julianne Shepherd, 8.4 , Best New Music ,2003-03-03,http://pitchfork.com/reviews/albums/4786-wonderful-rainbow/
Incredible String Band,Incredible String Band, Elektra,1966,Andy Beta, 5.9 , ,2003-03-04,http://pitchfork.com/reviews/albums/11760-incredible-string-band-liquid-acrobat-as-regards-the-air/
Canyon,Empty Rooms, Gern Blandsten,2002,Brian James, 6.9 , ,2003-03-02,http://pitchfork.com/reviews/albums/1288-empty-rooms/
Elvis Costello & The Attractions,Armed Forces, Columbia,1979,Matt LeMay, 9.5 , ,2003-03-02,http://pitchfork.com/reviews/albums/1621-armed-forces-with-the-attractions/
The Instruments,Billions of Phonographs, Orange Twin,2002,Mark Martelli, 6.7 , ,2003-03-02,http://pitchfork.com/reviews/albums/4106-billions-of-phonographs/
Jon Langford / The Sadies,Mayors of the Moon, Bloodshot,2003,Chris Dahlen, 7.2 , ,2003-03-03,http://pitchfork.com/reviews/albums/4680-mayors-of-the-moon/
Aereogramme,Sleep and Release, Matador,2003,William Bowers, 8.5 , ,2003-03-03,http://pitchfork.com/reviews/albums/63-sleep-and-release/
Har Mar Superstar,You Can Feel Me, Warner Bros.,2003,Ryan Schreiber, 2.0 , ,2003-02-27,http://pitchfork.com/reviews/albums/3736-you-can-feel-me/
No Knife,Riot for Romance!, Better Looking,2002,Eric Carr, 6.6 , ,2003-02-27,http://pitchfork.com/reviews/albums/5815-riot-for-romance/
N.O.I.A.,Unreleased Classics 78-82, Ersatz Audio,2003,Nitsuh Abebe, 7.4 , ,2003-02-27,http://pitchfork.com/reviews/albums/5825-unreleased-classics-78-82/
Pulseprogramming,Tulsa for One Second, Aesthetics,2003,Rob Mitchum, 6.4 , ,2003-02-27,http://pitchfork.com/reviews/albums/6513-tulsa-for-one-second/
Aceyalone,Hip Hop and the World We Live In, Project Blowed,2003,Julianne Shepherd, 7.5 , ,2003-03-02,http://pitchfork.com/reviews/albums/16-hip-hop-and-the-world-we-live-in/
